Column1
Column1
symbol
AED
AFN
ARS
AUD
AZN
BGN
BHD
BND
BOB
BRL
BSD
BWP
BYN
CAD
CHF
CLP
CNY
COP
CZK
DKK
EGP
EUR
FJD
GAU
GBP
GEL
GHS
HKD
HUF
IDR
ILS
INR
IQD
IRR
ISK
JOD
JPY
KGS
KRW
KWD
KYD
KZT
MAD
MDL
MXN
MYR
NIO
NOK
NZD
OMR
PEN
PHP
PKR
PLN
PYG
QAR
RON
RUB
SAR
SDR
SEK
SGD
SYP
THB
TJS
TMT
TND
TRY
TWD
UAH
USD
UYU
UZS
VEF
VND
WTI
XAG
XAGg
XAU
XBR
XG
XPD
XPT
ZAR
